type,numNodessize,NumberOfWords,ID,Sentence,AccessControl,XiaoACP,ModelVerb,PassiveTo,AccessExpression,AbilityExpression,AccessControl,,,,,,,,,,,
normal,4,7,222,The student is added to the system.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,system;add;student,,,,,,,,,,,
normal,5,11,223,3) The system provides the Registrar with the new student id.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,system;provide;student id,,,,,,,,,,,
title,2,3,224,Update a Student,FALSE,,,,,,,,,,,,,,,,,
normal,6,11,225,1) The system requests that the Registrar enter the student id.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,registrar;enter;student id,,,,,,,,,,,
normal,3,7,226,2) The Registrar enters the student id.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,registrar;enter;student id,,,,,,,,,,,
normal,4,8,227,The system retrieves and displays the student information.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,system;retrieve;student information,system;display;student information,,,,,,,,,,
normal,5,11,228,3) The Registrar makes the desired changes to the student information.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,registrar;make change;student information,,,,,,,,,,,
normal,7,14,229,This includes any of the information specified in the Add a Student  sub-flow.,FALSE,,,,,,,,,,,,,,,,,
normal,7,14,230,"4) Once the Registrar updates the necessary information, the system updates the student information.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,system;update;student information,registrar;update;necessary information,,,,,,,,,,
title,2,3,231,Delete a Student,FALSE,,,,,,,,,,,,,,,,,
normal,6,11,232,1) The system requests that the Registrar enter the student id,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,registrar;enter;student id,,,,,,,,,,,
normal,3,7,233,2) The Registrar enters the student id.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,registrar;enter;student id,,,,,,,,,,,
normal,4,8,234,The system retrieves and displays the student information.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,system;retrieve;student information,system;display;student information,,,,,,,,,,
normal,7,13,235,3) The system prompts the Registrar to confirm the deletion of the student.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,registrar;confirm;deletion,registrar;confirm;student,,,,,,,,,,
normal,3,6,236,4) The Registrar verifies the deletion.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,registrar;verify;deletion,,,,,,,,,,,
normal,4,9,237,5) The system deletes the student from the system.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,system;delete;student,,,,,,,,,,,
title,1,2,238,Alternative Flows,FALSE,,,,,,,,,,,,,,,,,
title,3,3,239,Student Not Found,FALSE,,,,,,,,,,,,,,,,,
normal,15,28,240,"If, in the Update a Student  or Delete a Student  sub-flows, a student with the specified id number does not exist, the system displays an error message.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,system;display;error message,system;display exist;student,,,,,,,,,,
normal,12,20,241,"The Registrar can then enter a different id number or cancel the operation, at which point the use case ends.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,registrar;cancel;operation,registrar;enter;id number,,,,,,,,,,
title,2,2,242,Delete Cancelled,FALSE,,,,,,,,,,,,,,,,,
normal,15,30,243,"If, in the Delete A Student  sub-flow, the Registrar decides not to delete the student, the delete is cancelled and the Basic Flow is re-started at the beginning.",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,registrar;delete;student,,,,,,,,,,,
title,1,2,244,Special Requirements,FALSE,,,,,,,,,,,,,,,,,
title,1,1,245,None.,FALSE,,,,,,,,,,,,,,,,,
title,1,2,246,Pre-Conditions,FALSE,,,,,,,,,,,,,,,,,
normal,9,13,247,The Registrar must be logged onto the system before this use case begins.,FALSE,,,,,,,,,,,,,,,,,
title,1,2,248,Post-Conditions,FALSE,,,,,,,,,,,,,,,,,
normal,10,17,249,"If the use case was successful, the student information is added, updated, or deleted from the system.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;update;student information,;add;student information,;delete;student information,,,,,,,,,
normal,4,6,250,"Otherwise, the system state is unchanged.",FALSE,,,,,,,,,,,,,,,,,
title,1,2,251,Extension Points,FALSE,,,,,,,,,,,,,,,,,
title,1,1,252,None.,FALSE,,,,,,,,,,,,,,,,,
title,2,3,253,Register for Courses,FALSE,,,,,,,,,,,,,,,,,
title,1,2,254,Brief Description,FALSE,,,,,,,,,,,,,,,,,
normal,9,15,255,This use case allows a Student to register for course offerings in the current semester.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,student;register;course offering,student;register;semester,,,,,,,,,,
normal,15,25,256,The Student can also update or delete course selections if changes are made within the add or drop period at the beginning of the semester.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,student;update;course selection,student;delete;course selection,,,,,,,,,,
normal,7,16,257,The Course Catalog System provides a list of all the course offerings for the current semester.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,course catalog system;provide;list,course catalog system;provide;semester,course catalog system;provide;course offering,,,,,,,,,
title,2,3,258,Flow of Events,FALSE,,,,,,,,,,,,,,,,,
title,1,2,259,Basic Flow,FALSE,,,,,,,,,,,,,,,,,
normal,14,22,260,"This use case starts when a Student wishes to register for course offerings, or to change his or her existing course schedule.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,student;wish register;course offering,student;wish change;existing course schedule,,,,,,,,,,
list-start,10,15,261,1)    The Student provides the function to perform (one of the sub flows is executed):,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,student;provide;function,,,,,,,,,,,
normal,9,14,262,"If the Student selected “Create a Schedule”, the Create  a Schedule subflow is executed.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,student;create;schedule,,,,,,,,,,,
normal,9,14,263,"If the Student selected “update a schedule”, the Update a Schedule subflow is executed.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,student;update;schedule,,,,,,,,,,,
normal,9,14,264,"If the Student selected “Delete a Schedule”, the Delete a Schedule subflow is executed.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,student;delete;schedule,,,,,,,,,,,
title,2,3,265,Create a Schedule,FALSE,,,,,,,,,,,,,,,,,
normal,9,22,266,1) The system retrieves a list of available course offerings from the Course Catalog System and displays the list to the Student.,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,system;retrieve display;student,system;retrieve display;list,system;retrieve;list,student;retrieve display;list,system;retrieve;course offering,student;display;course offering,,,,,,
normal,3,7,267,2) The Select Offerings subflow is executed.,FALSE,,,,,,,,,,,,,,,,,
normal,3,7,268,3) The Submit Schedule subflow is executed.,FALSE,,,,,,,,,,,,,,,,,
title,2,3,269,Update a Schedule,FALSE,,,,,,,,,,,,,,,,,
normal,10,18,270,"1) The system retrieves and displays the Student’s current schedule (e.g., the schedule for the current semester).",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,system;retrieve;schedule,system;retrieve;student,,,,,,,,,,
normal,9,22,271,2) The system retrieves a list of available course offerings from the Course Catalog System and displays the list to the Student.,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,system;display;student,system;display;list,student;display;list,system;retrieve;list,system;retrieve;course offering,student;display;list,student;display;course offering,,,,,
normal,10,19,272,3) The Student may update the course selections on the current selection by deleting and adding new course offerings.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,student;delete;course offering,student;add;course offering,student;update;course selection,,,,,,,,,
normal,8,15,273,The Student selects the course offerings to add from the list of available course offerings.,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,student;add;list,student;add;course offering,student;add;course offering,,,,,,,,,
normal,9,13,274,The Student also selects any course offerings to delete from the existing schedule.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,student;select delete;schedule,student;select delete;course offering,,,,,,,,,,
normal,14,23,275,"4) Once the student has made his or her selections, the system updates the schedule for the Student using the selected course offerings.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,student;make;selection,system;update;schedule,system;update;student,,,,,,,,,
normal,3,7,276,5) The Submit Schedule subflow is executed.,FALSE,,,,,,,,,,,,,,,,,
title,2,3,277,Delete a Schedule,FALSE,,,,,,,,,,,,,,,,,
normal,10,18,278,"1) The system retrieves and displays the Student’s current schedule (e.g., the schedule for the current semester).",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,system;retrieve;schedule,system;retrieve;student,,,,,,,,,,
normal,7,13,279,2) The system prompts the Student to confirm the deletion of the schedule.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,system;prompt confirm;schedule,system;prompt;student,,,,,,,,,,
normal,3,6,280,3) The Student verifies the deletion.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,student;verify;deletion,,,,,,,,,,,
normal,3,6,281,4) The system deletes the Schedule.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,system;delete;schedule,,,,,,,,,,,
normal,10,17,282,"If the schedule contains “enrolled in” course offerings, the Student must be removed from the course offering.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,student;remove contain;schedule,student;remove contain enrol;course offering,,,,,,,,,,
title,1,2,283,Select Offerings,FALSE,,,,,,,,,,,,,,,,,
normal,10,18,284,The Student selects 4 primary course offerings and 2 alternate course offerings from the list of available offerings.,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,student;select;list,student;select;course offering,student;select;alternate course offering,student;select;offering,,,,,,,,
normal,14,22,285,"Once the student has made his or her selections, the system creates a schedule for the Student containing the selected course offerings.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,system;create;schedule,system;create;student,system;create;course offering,student;make;selection,,,,,,,,
title,2,2,286,Submit  Schedule,FALSE,,,,,,,,,,,,,,,,,
normal,25,37,287,"For each selected course offering on the schedule not already marked as “enrolled in”, the system verifies that the Student has the necessary prerequisites, that the course offering is open, and that there are no schedule conflicts.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,system;verify;schedule,system;verify have;student,system;verify have;course offering,system;verify have;necessary prerequisite,system;verify have;schedule conflict,system;verify;course offering,,,,,,
normal,6,11,288,The system then adds the Student to the selected course offering.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,system;add;student,system;add;course offering,,,,,,,,,,
normal,6,11,289,"The course offering is marked as ""enrolled in"" in the schedule.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;mark;course offering,;mark;schedule,,,,,,,,,,
normal,4,7,290,The schedule is saved in the system.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,system;save;schedule,,,,,,,,,,,
title,1,2,291,Alternative Flows,FALSE,,,,,,,,,,,,,,,,,
title,2,3,292,Save a Schedule,FALSE,,,,,,,,,,,,,,,,,
normal,11,15,293,"At any point, the Student may choose to save a schedule rather than submitting it.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,student;choose save;schedule,,,,,,,,,,,
list-start,7,12,294,"If this occurs, the Submit Schedule step is replaced with the following:",FALSE,,,,,,,,,,,,,,,,,
normal,11,15,295,The course offerings not marked as “enrolled in” are marked as “selected” in the schedule.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;mark;schedule,;mark;course,,,,,,,,,,
normal,4,7,296,The schedule is saved in the system.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,system;save;schedule,,,,,,,,,,,
title,4,7,297,"Unfulfilled Prerequisites, Course Full, or Schedule Conflicts",FALSE,,,,,,,,,,,,,,,,,
normal,22,38,298,"If, in the Submit Schedule sub-flow, the system determines that the Student has not satisfied the necessary prerequisites, or that the selected course offering is full, or that there are schedule conflicts, an error message is displayed.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,system;display;error message,system;determine satisfy;schedule conflict,system;determine satisfy;student,system;determine satisfy;necessary prerequisite,system;determine satisfy;course offering,,,,,,,
normal,23,40,299,"The Student can either select a different course offering and the use case continues, save the schedule, as is (see Save a Schedule subflow), or cancel the operation, at which point the Basic Flow is re-started at the beginning.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,student;select save;schedule,student;select continue;course offering,student;select cancel;operation,,,,,,,,,
title,2,3,300,No Schedule Found,FALSE,,,,,,,,,,,,,,,,,
normal,15,26,301,"If, in the Update a Schedule or Delete a Schedule sub-flows, the system is unable to retrieve the Student’s schedule, an error message is displayed.",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,system;display;error message,system;retrieve;schedule,system;retrieve;student,,,,,,,,,
normal,8,15,302,"The Student acknowledges the error, and the Basic Flow is re- started at the beginning.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,student;acknowledge;error,,,,,,,,,,,
title,3,4,303,Course Catalog System Unavailable,FALSE,,,,,,,,,,,,,,,,,
normal,12,22,304,"If the system is unable to communicate with the Course Catalog System, the system will display an error message to the Student.",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,student;display;error message,system;communicate;course catalog system,system;display;error message,,,,,,,,,
normal,5,11,305,"The Student acknowledges the error message, and the use case terminates.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,student;acknowledge;error message,,,,,,,,,,,
title,1,3,306,Course Registration Closed,FALSE,,,,,,,,,,,,,,,,,
normal,20,30,307,"When the use case starts, if it is determined that registration for the current semester has been closed, a message is displayed to the Student, and the use case terminates.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,student;display;message,;determine;registration,;determine;semester,,,,,,,,,
normal,12,15,308,Students cannot register for course offerings after registration for the current semester has been closed.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,student;register;course offering;NEG-not,student;have close;registration,student;have close;semester,,,,,,,,,
title,2,2,309,Delete Cancelled,FALSE,,,,,,,,,,,,,,,,,
normal,15,30,310,"If, in the Delete A Schedule sub-flow, the Student decides not to delete the schedule, the delete is cancelled, and the Basic Flow is re-started at the beginning.",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,student;decide delete;schedule,,,,,,,,,,,
title,1,2,311,Special Requirements,FALSE,,,,,,,,,,,,,,,,,
title,1,1,312,None.,FALSE,,,,,,,,,,,,,,,,,
title,1,2,313,Pre-Conditions,FALSE,,,,,,,,,,,,,,,,,
normal,9,13,314,The Student must be logged onto the system before this use case begins.,FALSE,,,,,,,,,,,,,,,,,
title,1,2,315,Post-Conditions,FALSE,,,,,,,,,,,,,,,,,
normal,9,14,316,"If the use case was successful, the student schedule is created, updated, or deleted.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;create;student schedule,;update;student schedule,;delete;student schedule,,,,,,,,,
normal,4,6,317,"Otherwise, the system state is unchanged.",FALSE,,,,,,,,,,,,,,,,,
title,1,2,318,Extension Points,FALSE,,,,,,,,,,,,,,,,,
title,1,1,319,None.,FALSE,,,,,,,,,,,,,,,,,
title,3,4,320,Select Courses to Teach,FALSE,,,,,,,,,,,,,,,,,
title,1,2,321,Brief Description,FALSE,,,,,,,,,,,,,,,,,
normal,20,33,322,This use case allows a Professor to select the course offerings from the course catalog for the courses that he or she is eligible for and wishes to teach in the upcoming semester.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,professor;select;course offering,professor;select;course catalog,professor;select;semester,,,,,,,,,
title,2,3,323,Flow of Events,FALSE,,,,,,,,,,,,,,,,,
title,1,2,324,Basic Flow,FALSE,,,,,,,,,,,,,,,,,
normal,16,20,325,This use case starts when a Professor wishes to sign up to teach some course offerings for the upcoming semester.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,professor;sign teach;course,professor;sign teach;semester,,,,,,,,,,
normal,12,21,326,1) The system retrieves and displays the list of course offerings the professor is eligible to teach for the current semester.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,system;retrieve;list,system;display;list,system;retrieve;semester,system;retrieve;professor,system;retrieve;course offering,,,,,,,
normal,12,17,327,The system also retrieves and displays the list of courses the professor has previously selected to teach.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,system;retrieve;list,system;display;list,system;retrieve;professor,professor;select;course,system;retrieve;course,,,,,,,
normal,14,23,328,2) The professor selects possibly and possibly de-selects the course offerings that he or she wishes to teach for the upcoming semester.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,professor;select;course offering,professor;de-select;course offering,professor;select;semester,,,,,,,,,
normal,5,13,329,3) The system removes the professor from teaching the de-selected course offerings.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,system;remove teach;de-selected course offering,,,,,,,,,,,
normal,25,35,330,"4) The system verifies that the selected offerings do not conflict (i.e., have the same dates and times) with each other or any course offerings that the professor has previously signed up to teach.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,system;verify do;course offering,system;verify do;offering,professor;sign;course offering,system;verify;professor,,,,,,,,
normal,18,30,331,"If there is no conflict, the system updates the course offering information for each offering the professor selects (i.e., records the professor as the instructor for the course offering).",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,system;update;offer,system;update;course information,system;update;select,system;record;course offering,system;record;instructor,system;record;professor,,,,,,
title,1,2,332,Alternative Flows,FALSE,,,,,,,,,,,,,,,,,
title,3,4,333,No Course Offerings Available,FALSE,,,,,,,,,,,,,,,,,
normal,17,26,334,"If, in the Basic Flow, the professor is not eligible to teach any course offerings in the upcoming semester, the system will display an error message.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,system;display;error message,system;display teach;course,system;display;professor,system;display teach;semester,professor;teach;course,professor;teach;semester,,,,,,
normal,5,10,335,The professor acknowledges the message and the use case ends.,FALSE,,,,,,,,,,,,,,,,,
title,1,2,336,Schedule Conflict,FALSE,,,,,,,,,,,,,,,,,
normal,21,32,337,"If the systems find a schedule conflict when trying to establish the course offerings the Professor should take, the system will display an error message indicating that a schedule conflict has occurred.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,system;find;schedule conflict,system;establish;course offering,professor;take;course offering,system;display;error message,,,,,,,,
normal,8,10,338,The system will also indicate which are the conflicting courses.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,system;indicate;course,,,,,,,,,,,
normal,25,38,339,"The Professor can either resolve the schedule conflict (i.e., by canceling his selection to teach one of the course offerings), or cancel the operation, in which case, any selections will be lost, and the use case ends.",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,professor;resolve cancel;operation,professor;resolve;schedule,professor;cancel;selection,professor;cancel;course offering,,,,,,,,
title,3,4,340,Course Catalog System Unavailable,FALSE,,,,,,,,,,,,,,,,,
normal,12,22,341,"If the system is unable to communicate with the Course Catalog System, the system will display an error message to the Student.",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,system;display;error message,student;display;error message,system;communicate;course catalog system,,,,,,,,,
normal,5,11,342,"The Student acknowledges the error message, and the use case terminates.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,student;acknowledge;error message,,,,,,,,,,,
title,1,3,343,Course Registration Closed,FALSE,,,,,,,,,,,,,,,,,
normal,20,30,344,"When the use case starts, if it is determined that registration for the current semester has been closed, a message is displayed to the Professor, and the use case terminates.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;determine;registration,;determine;semester,professor;display;message,,,,,,,,,
normal,14,17,345,Professors cannot change the course offerings they teach after registration for the current semester has been closed.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,professors;change;course offering;NEG-not,professors;change teach close;registration,they;teach;course offering,they;teach close;semester,they;teach close;registration,,,,,,,
normal,15,20,346,"If a professor change is needed after registration has been closed, it is handled outside the scope of this system.",FALSE,,,,,,,,,,,,,,,,,
title,1,2,347,Special Requirements,FALSE,,,,,,,,,,,,,,,,,
title,1,1,348,None.,FALSE,,,,,,,,,,,,,,,,,
title,1,2,349,Pre-Conditions,FALSE,,,,,,,,,,,,,,,,,
normal,9,13,350,The Professor must be logged onto the system before this use case begins.,FALSE,,,,,,,,,,,,,,,,,
title,1,2,351,Post-Conditions,FALSE,,,,,,,,,,,,,,,,,
normal,13,18,352,"If the use case was successful, the course offerings a Professor is scheduled to teach have been updated.",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,professor;update;course offering,,,,,,,,,,,
normal,4,6,353,"Otherwise, the system state is unchanged.",FALSE,,,,,,,,,,,,,,,,,
title,1,2,354,Extension Points,FALSE,,,,,,,,,,,,,,,,,
title,1,1,355,None.,FALSE,,,,,,,,,,,,,,,,,
title,2,2,356,Submit Grades,FALSE,,,,,,,,,,,,,,,,,
title,1,2,357,Brief Description,FALSE,,,,,,,,,,,,,,,,,
normal,13,20,358,This use case allows a Professor to submit student grades for one or more classes completed in the previous semester.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,professor;submit;class,professor;submit complete;semester,professor;submit;student grade,,,,,,,,,
title,2,3,359,Flow of Events,FALSE,,,,,,,,,,,,,,,,,
title,1,2,360,Basic Flow,FALSE,,,,,,,,,,,,,,,,,
normal,15,22,361,This use case starts when a Professor wishes to submit student grades for one or more classes completed in the previous semester.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,professor;wish submit;class,professor;wish submit complete;semester,professor;wish submit;student grade,,,,,,,,,
normal,8,16,362,1) The system displays a list of course offerings the Professor taught in the previous semester.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,system;display;list,professor;teach;course offering,professor;teach;semester,system;display;course offering,,,,,,,,
normal,3,7,363,2) The Professor selects a course offering.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,professor;select;course offering,,,,,,,,,,,
normal,9,16,364,3) The system retrieves a list of all students who were registered for the course offering.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,system;retrieve;list,student;register;course offering,system;retrieve;student,,,,,,,,,
normal,11,15,365,The system displays each student and any grade that was previously assigned for the offering.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,system;display;student,system;display;grade,system;display assign;offering,,,,,,,,,
normal,17,29,366,"4) For each student on the list, the Professor enters a grade: A, B, C, D, F, or I.  The system records the student’s grade for the course offering.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,professor;enter;grade,professor;enter;student,system;record;student,system;record;course offering,system;record;grade,professor;enter;list,professor;enter;d,professor;enter;a,professor;enter;b,professor;enter;c,professor;enter;f,professor;enter;i.
normal,17,23,367,"If the Professor wishes to skip a particular student, the grade information can be left blank and filled in at a later time.",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,professor;wish skip;student,,,,,,,,,,,
normal,9,15,368,The Professor may also change the grade for a student by entering a new grade.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,professor;change;grade,professor;change;student,professor;enter;grade,,,,,,,,,
title,1,2,369,Alternative Flows,FALSE,,,,,,,,,,,,,,,,,
title,3,4,370,No Course Offerings Taught,FALSE,,,,,,,,,,,,,,,,,
normal,15,24,371,"If, in the Basic Flow, the Professor did not teach any course offerings in the previous semester, the system will display an error message.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,system;display;error message,professor;teach;course,professor;teach;semester,professor;teach;offering,,,,,,,,
normal,5,10,372,"The Professor acknowledges the message, and the use case ends.",FALSE,,,,,,,,,,,,,,,,,
title,1,2,373,Special Requirements,FALSE,,,,,,,,,,,,,,,,,
title,1,1,374,None.,FALSE,,,,,,,,,,,,,,,,,
title,1,2,375,Pre-Conditions,FALSE,,,,,,,,,,,,,,,,,
normal,9,13,376,The Professor must be logged onto the system before this use case begins.,FALSE,,,,,,,,,,,,,,,,,
title,1,2,377,Post-Conditions,FALSE,,,,,,,,,,,,,,,,,
normal,8,14,378,"If the use case was successful, student grades for a course offering are updated.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;update;course offering,;update;student grade,,,,,,,,,,
normal,4,6,379,"Otherwise, the system state is unchanged.",FALSE,,,,,,,,,,,,,,,,,
title,1,2,380,Extension Points,FALSE,,,,,,,,,,,,,,,,,
title,1,1,381,None.,FALSE,,,,,,,,,,,,,,,,,
title,1,3,382,View Report Card,FALSE,,,,,,,,,,,,,,,,,
title,1,2,383,Brief Description,FALSE,,,,,,,,,,,,,,,,,
normal,12,18,384,This use case allows a Student to view his or her report card for the previously completed semester.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,student;view;report card,student;view;semester,,,,,,,,,,
title,2,3,385,Flow of Events,FALSE,,,,,,,,,,,,,,,,,
title,1,2,386,Basic Flow,FALSE,,,,,,,,,,,,,,,,,
normal,14,20,387,This use case starts when a Student wishes to view his or her report card for the previously completed semester.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,student;wish view;semester,student;wish view;report card,,,,,,,,,,
normal,10,22,388,1) The system retrieves and displays the grade information for each of the course offerings the Student completed during the previous semester.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,system;retrieve;student,system;retrieve display;course offering,system;retrieve display;grade information,system;display;student,,,,,,,,
normal,12,18,389,"2) When the Student indicates that he or she is done viewing the grades, the use case terminates.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,student;indicate do view;grade,,,,,,,,,,,
title,1,2,390,Alternative Flows,FALSE,,,,,,,,,,,,,,,,,
title,3,4,391,No Grade Information Available,FALSE,,,,,,,,,,,,,,,,,
normal,14,23,392,"If, in the Basic Flow, the system cannot find any grade information from the previous semester for the Student, a message is displayed.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,student;find;grade information,student;find;semester,student;display;message,system;find;grade information,system;find;semester,,,,,,,
normal,6,10,393,"Once the Student acknowledges the message, the use case terminates.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,student;acknowledge;message,,,,,,,,,,,
title,1,2,394,Special Requirements,FALSE,,,,,,,,,,,,,,,,,
title,1,1,395,None.,FALSE,,,,,,,,,,,,,,,,,
title,1,2,396,Pre-Conditions,FALSE,,,,,,,,,,,,,,,,,
normal,9,13,397,The Student must be logged onto the system before this use case begins.,FALSE,,,,,,,,,,,,,,,,,
title,1,2,398,Post-Conditions,FALSE,,,,,,,,,,,,,,,,,
normal,5,9,399,The system state is unchanged by this use case.,FALSE,,,,,,,,,,,,,,,,,
title,1,2,400,Extension Points,FALSE,,,,,,,,,,,,,,,,,
title,1,1,401,None.,FALSE,,,,,,,,,,,,,,,,,
